"Year","countrycode","Cluster","Total_Allocations","Targeted_People","Reached_People"
"2018","SYR","Education","1732997.76","30463","26686"
"2018","SYR","Emergency Shelter and NFI","11813362.468799999","453464","494148"
"2018","SYR","Food Security","3614808.8310999996","132194","77337"
"2018","SYR","Health","5274845.6151","946024","1056241"
"2018","SYR","Nutrition","999953.95","67000","67148"
"2018","SYR","Protection","4351495.425","152488","153200"
"2018","SYR","Water, Sanitation and Hygiene","9187483.59","1177055","1298241"
"2018","SYR","Camp Coordination / Management","8336158.384299999","314673","302014"
"2018","SYR","Coordination and Support Services","1365949.6324","1524","2150"
"2018","SYR","Education","8983563.3133","205796","253004"
"2018","SYR","Emergency Shelter and NFI","17649288.4685","369052","419060"
"2018","SYR","Food Security","12369262.169999996","1041701","876465"
"2018","SYR","Health","12693581.623732002","2448238","2449651"
"2018","SYR","Nutrition","2396360.9482","639111","615082"
"2018","SYR","Protection","5569508.228768","452737","554389"
"2018","SYR","Water, Sanitation and Hygiene","12344575.110800002","1029646","1194457"
"2018","YEM","Education","4672337.35","96109","106667"
"2018","YEM","Emergency Shelter and NFI","20039216.32","381706","409937"
"2018","YEM","Emergency Telecommunications","667722.78","32","39"
"2018","YEM","Food Security","48950938.2795","1923156","2598314"
"2018","YEM","Health","30191678.627299994","1886655","2211696"
"2018","YEM","Logistics","3967127.13","25","21"
"2018","YEM","Multi-Sector","6403501.51","35000","19456"
"2018","YEM","Nutrition","31290469.675","1030873","1893461"
"2018","YEM","Protection","21417638.110000003","1209629","1983584"
"2018","YEM","Water, Sanitation and Hygiene","20560717.5382","2274648","2406269"
"2017","AFG","Coordination and Support Services","1332389.0267","79099","107512"
"2017","AFG","Emergency Shelter and NFI","2507978.1141","53318","57148"
"2017","AFG","Food Security","4123497.84","348418","534190"
"2017","AFG","Health","12144168.2579","2114544","2304107"
"2017","AFG","Nutrition","10664484.808","394557","513885"
"2017","AFG","Protection","8929325.6076","1628240","1814229"
"2017","AFG","Water, Sanitation and Hygiene","5184775.065699999","572665","763502"
"2017","CAR","Camp Coordination / Management","250980.99000000002","30775","45779"
"2017","CAR","Early Recovery","827000.655","15365","17092"
"2017","CAR","Education","2159225.0604","52391","70542"
"2017","CAR","Emergency Shelter and NFI","3220914.7584000006","62908","119614"
"2017","CAR","Food Security","1715170.1261999998","29869","29538"
"2017","CAR","Health","1773131.691","114488","106984"
"2017","CAR","Logistics","2892278.7199999997","3086","2588"
"2017","CAR","Nutrition","1737237.5574999999","95894","91080"
"2017","CAR","Protection","2791390.7410000004","132624","149585"
"2017","CAR","Water, Sanitation and Hygiene","4776658.5105","522027","581313"
"2017","COL","Early Recovery","104999.35","1320","1342"
"2017","COL","Education","45000","960","1602"
"2017","COL","Emergency Shelter and NFI","45000","960","1602"
"2017","COL","Food Security","165000","1922","2542"
"2017","COL","Health","194797.125","2314","2336"
"2017","COL","Protection","328835.16","3540","4562"
"2017","COL","Water, Sanitation and Hygiene","283986.535","4060","4392"
"2017","DRC","Education","1501756.9275","43826","42096"
"2017","DRC","Emergency Shelter and NFI","5306029.8","193930","196634"
"2017","DRC","Food Security","10163866.294","263508","266314"
"2017","DRC","Health","1328805.3360000001","67406","78276"
"2017","DRC","Logistics","5382602.482","51116","16833"
"2017","DRC","Nutrition","4761233.954","89034","81188"
"2017","DRC","Protection","3592165.4815","207246","231188"
"2017","DRC","Water, Sanitation and Hygiene","3791967.3549999995","316530","422913"
"2017","ETH","Coordination and Support Services","1148779.56","1160","1160"
"2017","ETH","Education","988672.31","7663","8954"
"2017","ETH","Emergency Shelter and NFI","6777341.738600001","966495","2407625"
"2017","ETH","Food Security","11854875.42","847042","898740"
"2017","ETH","Health","18221396.772","11625960","9512409"
"2017","ETH","Nutrition","25654795.071999997","1305454","1593607"
"2017","ETH","Protection","3012586.33","174694","200532"
"2017","ETH","Water, Sanitation and Hygiene","24677151.917400002","7290245","8810115"
"2017","IRQ","Camp Coordination / Management","4179694.5999999996","284623","335287"
"2017","IRQ","Coordination and Support Services","1198484.7","549670","574636"
"2017","IRQ","Early Recovery","1556394.12","9506","11584"
"2017","IRQ","Education","5172334.4583","136168","143252"
"2017","IRQ","Emergency Shelter and NFI","12855284.826999998","224678","252518"
"2017","IRQ","Emergency Telecommunications","1472499.29","60","60"
"2017","IRQ","Food Security","4090590.46","356218","367090"
"2017","IRQ","Health","12084362.540000001","1202686","1593907"
"2017","IRQ","Logistics","1463784.01","39","30"
"2017","IRQ","Multi-Sector","6000000.27","140592","142835"
"2017","IRQ","Protection","10382205.1397","551078","661082"
"2017","IRQ","Water, Sanitation and Hygiene","16077217.565","941136","1302376"
"2017","JOR","Education","204522.45","249","33"
"2017","JOR","Emergency Shelter and NFI","3334230.28","43073","72599"
"2017","JOR","Food Security","655758.35","31300","31300"
"2017","JOR","Health","2280640.15","10682","11520"
"2017","JOR","Protection","1180738.33","8434","14801"
"2017","JOR","Water, Sanitation and Hygiene","799325.75","4578","6231"
"2017","LBN","Early Recovery","236666.88","120","120"
"2017","LBN","Education","341465.94","941","718"
"2017","LBN","Emergency Shelter and NFI","1216010.4035","13742","14318"
"2017","LBN","Health","1124456.42","6058","15345"
"2017","LBN","Protection","2618468.8085000003","73019","76810"
"2017","LBN","Water, Sanitation and Hygiene","210835.70799999998","4590","4855"
"2017","MMR","Education","1332333.2261","35133","35409"
"2017","MMR","Emergency Shelter and NFI","1513993.2332000001","28189","31550"
"2017","MMR","Food Security","1241932.1772","39469","43573"
"2017","MMR","Health","944268.0660000001","143895","157648"
"2017","MMR","Nutrition","943374.9480999999","14682","23154"
"2017","MMR","Protection","2057700.0030999999","109177","127660"
"2017","MMR","Water, Sanitation and Hygiene","1761683.7563","71712","79751"
"2017","NGA","Camp Coordination / Management","1257752.94","145553","146272"
"2017","NGA","Early Recovery","1300000.59","13000","23245"
"2017","NGA","Education","1134130","49940","51535"
"2017","NGA","Emergency Shelter and NFI","4500233.220000001","143764","149715"
"2017","NGA","Emergency Telecommunications","476127.58","20","62"
"2017","NGA","Health","4188917.44","1589207","1713622"
"2017","NGA","Logistics","2385218.38","387","259"
"2017","NGA","Nutrition","1007098.46","168774","287756"
"2017","NGA","Protection","4027428.3","297059","697243"
"2017","NGA","Water, Sanitation and Hygiene","3682242.3000000003","352570","731330"
"2017","PSE","Education","450048.08999999997","1996","2006"
"2017","PSE","Emergency Shelter and NFI","1037520.14","1719","1895"
"2017","PSE","Food Security","3935458.81","20229","24901"
"2017","PSE","Health","3842554.6720000003","4188775","4509987"
"2017","PSE","Protection","794802.27","21608","22621"
"2017","PSE","Water, Sanitation and Hygiene","1678059.6379999998","3264904","3264515"
"2017","PAK","Education","999443.99","5385","5852"
"2017","PAK","Emergency Shelter and NFI","300002.31","2680","2023"
"2017","PAK","Health","1499986.83","97510","116648"
"2017","PAK","Nutrition","1000073.54","38697","51117"
"2017","PAK","Water, Sanitation and Hygiene","1999998","177921","307244"
"2017","SOM","Camp Coordination / Management","1155466.3988","26579","42045"
"2017","SOM","Education","5224423.952251","98974","123097"
"2017","SOM","Emergency Shelter and NFI","4277570.0655000005","151838","174222"
"2017","SOM","Food Security","10321866.657802","318675","495222"
"2017","SOM","Health","8673936.515324","1488043","1499349"
"2017","SOM","Logistics","250000.26","4000","4050"
"2017","SOM","Multi-Sector","3278032.6799999997","10666014","10655863"
"2017","SOM","Nutrition","7114320.016731","334601","433506"
"2017","SOM","Protection","6739418.8232","117568","170779"
"2017","SOM","Water, Sanitation and Hygiene","10713343.130392","624253","780628"
"2017","SSD","Camp Coordination / Management","1049959.97","120380","106732"
"2017","SSD","Coordination and Support Services","1636079.98","161","201"
"2017","SSD","Education","4708923.2","128140","143997"
"2017","SSD","Emergency Shelter and NFI","6690077.74","651275","691940"
"2017","SSD","Food Security","6329278.95","859630","616490"
"2017","SSD","Health","10193554.239999998","1368956","2218810"
"2017","SSD","Logistics","5850001.14","950","760"
"2017","SSD","Nutrition","9840416.77","599434","705688"
"2017","SSD","Protection","6999082.149999999","257881","349018"
"2017","SSD","Water, Sanitation and Hygiene","9900964.17","1110628","1254014"
"2017","SDN","Coordination and Support Services","1244802.08","3645002","3411235"
"2017","SDN","Early Recovery","1511905.73","92434","71150"
"2017","SDN","Education","2050513.4835","81160","86190"
"2017","SDN","Emergency Shelter and NFI","1395223.4019999998","96882","91536"
"2017","SDN","Food Security","5245132.9805000005","628659","693072"
"2017","SDN","Health","5311841.7656","1482227","1369769"
"2017","SDN","Multi-Sector","2743594.5","162306","212238"
"2017","SDN","Nutrition","2923128.3871999998","225462","406939"
"2017","SDN","Protection","2260277.2495999997","158690","180995"
"2017","SDN","Water, Sanitation and Hygiene","7511376.5516","987623","1017784"
"2017","SYR","Coordination and Support Services","250273","1","1"
"2017","SYR","Early Recovery","3362216.24","10560","10585"
"2017","SYR","Education","1690517.944","21074","29943"
"2017","SYR","Emergency Shelter and NFI","10977312.3717","262171","331944"
"2017","SYR","Food Security","1659445.9700000002","88504","126423"
"2017","SYR","Health","4390069.483","336976","425754"
"2017","SYR","Logistics","4782000.1","3","3"
"2017","SYR","Nutrition","2102391.8249999997","222580","225956"
"2017","SYR","Protection","942208.406","37907","46506"
"2017","SYR","Water, Sanitation and Hygiene","4461705.3403","543352","576734"
"2017","SYR","Camp Coordination / Management","6270457.6715","263644","251780"
"2017","SYR","Coordination and Support Services","2664228.45","1704","598"
"2017","SYR","Early Recovery","1505396.6152","8475","8744"
"2017","SYR","Education","3136926.7","105347","124415"
"2017","SYR","Emergency Shelter and NFI","9121356.2833","316643","343257"
"2017","SYR","Food Security","4731616.62","124357","159182"
"2017","SYR","Health","8026475.619500001","932818","944669"
"2017","SYR","Nutrition","980918.0205","151044","154067"
"2017","SYR","Protection","5621451.129999999","1199422","1482925"
"2017","SYR","Water, Sanitation and Hygiene","3761540.96","1124529","1257620"
"2017","YEM","Emergency Shelter and NFI","10140425.4219","180241","201584"
"2017","YEM","Food Security","38794669.9482","928586","1052297"
"2017","YEM","Health","19853996.4389","1519900","2144653"
"2017","YEM","Logistics","1777884.18","1833","2624"
"2017","YEM","Nutrition","12506431.9678","562594","994952"
"2017","YEM","Protection","8100019.7791","359620","350258"
"2017","YEM","Water, Sanitation and Hygiene","34799224.2741","2742639","3072515"
"2016","AFG","Coordination and Support Services","1314127.99","440","74"
"2016","AFG","Emergency Shelter and NFI","5870223.1706","57744","61322"
"2016","AFG","Food Security","5272122.4509000005","153340","161153"
"2016","AFG","Health","13957012.621","1949920","1787811"
"2016","AFG","Multi-Sector","50000.01","8","8"
"2016","AFG","Nutrition","7004189.3555","254049","313812"
"2016","AFG","Protection","3971015.5195000004","517424","705944"
"2016","AFG","Water, Sanitation and Hygiene","2315519.3725","127582","84171"
"2016","CAR","Camp Coordination / Management","613633.6799999999","71308","50890"
"2016","CAR","Early Recovery","972000.2952","272236","50773"
"2016","CAR","Education","1579690.58","49772","55487"
"2016","CAR","Emergency Shelter and NFI","754583.8600000001","39211","41860"
"2016","CAR","Food Security","3770060.348","64445","62318"
"2016","CAR","Health","3773776.6295","2187009","1926058"
"2016","CAR","Logistics","589999.71","21416","2069"
"2016","CAR","Nutrition","2137786.5545","71922","69703"
"2016","CAR","Protection","3233473.8288000003","946590","977961"
"2016","CAR","Water, Sanitation and Hygiene","5232878.924","336375","552569"
"2016","COL","Early Recovery","90000","652","553"
"2016","COL","Education","216998.42500000002","1203","1997"
"2016","COL","Emergency Shelter and NFI","295424.795","750","592"
"2016","COL","Food Security","240784.51069999998","2636","3545"
"2016","COL","Health","249757.12","1716","2670"
"2016","COL","Protection","393757.8286","2520","2897"
"2016","COL","Water, Sanitation and Hygiene","636582.9107","4086","5362"
"2016","DRC","Coordination and Support Services","4215677.0675","21089","23627"
"2016","DRC","Education","4216793.0139999995","83106","81657"
"2016","DRC","Emergency Shelter and NFI","5231717.2455","172595","194021"
"2016","DRC","Food Security","8722944.9883","248543","263012"
"2016","DRC","Health","11043460.9477","441260","418001"
"2016","DRC","Logistics","6608505.424459999","148627","167820"
"2016","DRC","Multi-Sector","715000","22416","24337"
"2016","DRC","Nutrition","2986681.9239","58768","62213"
"2016","DRC","Protection","4917212.885399999","818668","356428"
"2016","DRC","Water, Sanitation and Hygiene","9211546.09324","479295","522723"
"2016","ETH","Coordination and Support Services","1045694.95","4688248","8245883"
"2016","ETH","Emergency Shelter and NFI","5674323.886639999","146384","167319"
"2016","ETH","Food Security","12306516.3519","1671853","2056728"
"2016","ETH","Health","8979543.5435","5832821","6026265"
"2016","ETH","Logistics","899029.4099999999","1797715","1723763"
"2016","ETH","Nutrition","22147190.88998","11014634","1023833"
"2016","ETH","Protection","499999.2","125034","80823"
"2016","ETH","Water, Sanitation and Hygiene","8970961.17798","2369866","1906794"
"2016","IRQ","Camp Coordination / Management","2582359.45","115220","158642"
"2016","IRQ","Coordination and Support Services","1734770.67","35940","55359"
"2016","IRQ","Early Recovery","1488414.67","13529","10291"
"2016","IRQ","Education","3940637.198","69607","119769"
"2016","IRQ","Emergency Shelter and NFI","17481934.023","479545","587134"
"2016","IRQ","Food Security","6520037.6175","386243","474940"
"2016","IRQ","Health","20360712.1325","2403487","2554535"
"2016","IRQ","Multi-Sector","6003107.27","367650","357538"
"2016","IRQ","Protection","7744588.692","833830","1537922"
"2016","IRQ","Water, Sanitation and Hygiene","20430164.807","1249188","1508104"
"2016","JOR","Emergency Shelter and NFI","6489270.1405","91990","98762"
"2016","JOR","Food Security","386417.5","247500","226650"
"2016","JOR","Health","3252665.5524","122436","142960"
"2016","JOR","Nutrition","292442.13","13820","10041"
"2016","JOR","Protection","1056865.1771","25285","33083"
"2016","JOR","Water, Sanitation and Hygiene","380109.56","10419","10557"
"2016","LBN","Early Recovery","2459665.3310000002","12401","14618"
"2016","LBN","Emergency Shelter and NFI","8393720.085","40287","36832"
"2016","LBN","Food Security","623679.77","7429","8242"
"2016","LBN","Health","2956422.0609999998","139735","180279"
"2016","LBN","Protection","5396495.9799999995","108503","121174"
"2016","LBN","Water, Sanitation and Hygiene","7614986.033","300072","325213"
"2016","MMR","Education","868818.61062","21962","24363"
"2016","MMR","Emergency Shelter and NFI","1730148.8525","35798","36283"
"2016","MMR","Food Security","875947.715","27031","22046"
"2016","MMR","Health","833346.1200000001","50881","34553"
"2016","MMR","Nutrition","19607.6023","2765","1690"
"2016","MMR","Protection","808312.9993799999","35578","44562"
"2016","MMR","Water, Sanitation and Hygiene","419047.7202","11071","13397"
"2016","PSE","Emergency Shelter and NFI","3061144.0300000003","15507","17272"
"2016","PSE","Food Security","1674103.0999999999","45255","56022"
"2016","PSE","Health","250000.05","10000","10150"
"2016","PSE","Protection","948383.94","194168","196901"
"2016","PSE","Water, Sanitation and Hygiene","2225276.38","271739","272254"
"2016","PAK","Coordination and Support Services","324284.52","741183","743717"
"2016","PAK","Education","849950.18","15292","19813"
"2016","PAK","Emergency Shelter and NFI","1499727.93","9660","9177"
"2016","PAK","Health","1000052.67","93215","104244"
"2016","PAK","Nutrition","649269.22","68375","65807"
"2016","PAK","Protection","963321.8300000001","50818","52774"
"2016","PAK","Water, Sanitation and Hygiene","999152.95","83708","75380"
"2016","SOM","Education","2478765.1550000003","54868","58069"
"2016","SOM","Emergency Shelter and NFI","2787216.0300000003","100632","102653"
"2016","SOM","Food Security","7871893.15","137872","373964"
"2016","SOM","Health","2704282.17","392774","446036"
"2016","SOM","Logistics","1000000","4000","0"
"2016","SOM","Multi-Sector","3552668.27","4779544","4690928"
"2016","SOM","Nutrition","3431644.18","331656","340740"
"2016","SOM","Protection","2332346.33","70113","97293"
"2016","SOM","Water, Sanitation and Hygiene","4825113.755","325672","354618"
"2016","SSD","Camp Coordination / Management","2195045.65","325889","321280"
"2016","SSD","Coordination and Support Services","1122505.07","60","67"
"2016","SSD","Education","4334759.72","183616","201825"
"2016","SSD","Emergency Shelter and NFI","10086432.58","1037128","1311822"
"2016","SSD","Emergency Telecommunications","663373.28","240","420"
"2016","SSD","Food Security","8800392.41","1137141","1335929"
"2016","SSD","Health","11888486.360000001","3361255","3799641"
"2016","SSD","Logistics","9050060.33","20320","25158"
"2016","SSD","Nutrition","14072923.27","931347","946144"
"2016","SSD","Protection","6766997.47","427680","542078"
"2016","SSD","Water, Sanitation and Hygiene","13407835.040000001","1515492","1890714"
"2016","SDN","Camp Coordination / Management","8468507.5084","372526","495666"
"2016","SDN","Coordination and Support Services","1100007.72","654100","608574"
"2016","SDN","Education","2112201.4447999997","134958","103903"
"2016","SDN","Emergency Shelter and NFI","2715742.3736000005","942793","560277"
"2016","SDN","Food Security","3110841.932","889850","879280"
"2016","SDN","Health","5353540.605264","14953516","13969331"
"2016","SDN","Nutrition","6125830.231868","758972","869076"
"2016","SDN","Protection","3639587.2758","382208","399588"
"2016","SDN","Water, Sanitation and Hygiene","6153323.028268","4655888","3750393"
"2016","SYR","Education","3529951.79","78633","98866"
"2016","SYR","Emergency Shelter and NFI","8536804.7934","239014","292492"
"2016","SYR","Food Security","13506517.2196","1210129","1508744"
"2016","SYR","Health","9681550.7952","858195","936210"
"2016","SYR","Logistics","2000000.1","1","1"
"2016","SYR","Nutrition","2249638.2","421780","526480"
"2016","SYR","Protection","2266762.0158","160367","160313"
"2016","SYR","Water, Sanitation and Hygiene","7219365.916","1309374","2007123"
"2016","SYR","Camp Coordination / Management","18021742.4912","523614","562461"
"2016","SYR","Education","6002385.4294","99421","122429"
"2016","SYR","Emergency Shelter and NFI","12453800.6976","333955","375818"
"2016","SYR","Food Security","15596295.5912","575714","728789"
"2016","SYR","Health","18503209.381","4069916","4151020"
"2016","SYR","Nutrition","735511.309","110948","117624"
"2016","SYR","Protection","7813139.763","478069","680887"
"2016","SYR","Water, Sanitation and Hygiene","14187811.707600001","1429561","1620140"
"2016","YEM","Emergency Shelter and NFI","14142502.881","260649","356835"
"2016","YEM","Food Security","20233471.6173","565113","693790"
"2016","YEM","Health","16954809.99905","1604289","1908747"
"2016","YEM","Logistics","999498.77","250","172"
"2016","YEM","Nutrition","18084554.73575","1173963","1260282"
"2016","YEM","Protection","3876946.7777000004","3283973","3592205"
"2016","YEM","Water, Sanitation and Hygiene","19782109.2692","996198","1622899"
"2015","AFG","Coordination and Support Services","3357883.78","2080","8338"
"2015","AFG","Emergency Shelter and NFI","4184900.5300000003","103819","89288"
"2015","AFG","Food Security","1735818.57","57373","49052"
"2015","AFG","Health","8377527.1502","1411614","1580636"
"2015","AFG","Multi-Sector","6210857.609999999","414035","475785"
"2015","AFG","Nutrition","7242785.0600000005","161353","193698"
"2015","AFG","Protection","1076152.6798","155064","170160"
"2015","AFG","Water, Sanitation and Hygiene","5575078.6899999995","381991","396652"
"2015","CAR","Camp Coordination / Management","2036586.1800000002","81986","88272"
"2015","CAR","Early Recovery","2609447.726","128509","126150"
"2015","CAR","Education","1889415.59","48862","53738"
"2015","CAR","Emergency Shelter and NFI","2709259.38","188691","156714"
"2015","CAR","Food Security","3341124.454","99840","119705"
"2015","CAR","Health","3592967.9575","250419","254343"
"2015","CAR","Logistics","581978.35","35000","48000"
"2015","CAR","Nutrition","2368536.34","77596","74752"
"2015","CAR","Protection","3641533.0024999995","86972","104829"
"2015","CAR","Water, Sanitation and Hygiene","2444716.25","192391","227324"
"2015","COL","Early Recovery","74999.37","696","699"
"2015","COL","Education","130209","0","0"
"2015","COL","Emergency Shelter and NFI","249596.01","1000","570"
"2015","COL","Food Security","861849.136","5275","6545"
"2015","COL","Protection","86274.0597","317","872"
"2015","COL","Water, Sanitation and Hygiene","711853.7643","2798","3522"
"2015","DRC","Coordination and Support Services","941500","40440","86014"
"2015","DRC","Education","1666038.77","53039","94418"
"2015","DRC","Emergency Shelter and NFI","6745900.64","194625","349026"
"2015","DRC","Food Security","6238099.539999999","156356","138419"
"2015","DRC","Health","4718885.84","2009382","2665471"
"2015","DRC","Logistics","3698911.16","371583","402424"
"2015","DRC","Nutrition","898276.7999999999","22030","32176"
"2015","DRC","Protection","1203001","40300","73281"
"2015","DRC","Water, Sanitation and Hygiene","3885829.56","212405","287116"
"2015","ETH","Coordination and Support Services","738356.71","400","751"
"2015","ETH","Early Recovery","496051.15","0","0"
"2015","ETH","Education","282686.51","13380","7406"
"2015","ETH","Emergency Shelter and NFI","1200000.21","0","0"
"2015","ETH","Food Security","6791870.240499999","445681","558673"
"2015","ETH","Health","1000004.88","5309347","5530429"
"2015","ETH","Nutrition","14904133.445099998","696547","837496"
"2015","ETH","Protection","282686.51","13380","7406"
"2015","ETH","Water, Sanitation and Hygiene","15550760.294400001","1150212","1386119"
"2015","HTI","Coordination and Support Services","656803.3","0","0"
"2015","HTI","Health","571613.88","0","0"
"2015","HTI","Protection","244907.43","100920","0"
"2015","HTI","Water, Sanitation and Hygiene","629222","3680","0"
"2015","IRQ","Camp Coordination / Management","751605.45","0","30109"
"2015","IRQ","Early Recovery","803934.1799999999","6582","11904"
"2015","IRQ","Education","1815911.6600000001","18740","31261"
"2015","IRQ","Emergency Shelter and NFI","1998413.77","24038","27136"
"2015","IRQ","Food Security","1100018.45","50000","52932"
"2015","IRQ","Health","7796987.95","5626955","4619939"
"2015","IRQ","Protection","1481240.67","73425","78950"
"2015","IRQ","Water, Sanitation and Hygiene","6531930.63","2170186","1565119"
"2015","JOR","Early Recovery","397486.09","3400","3668"
"2015","JOR","Education","693513.72","12205","11745"
"2015","JOR","Emergency Shelter and NFI","6002857.88","55619","60493"
"2015","JOR","Health","2799522.09","119109","111828"
"2015","JOR","Multi-Sector","225843.47","50","50"
"2015","JOR","Protection","555136.09","115640","164419"
"2015","JOR","Water, Sanitation and Hygiene","792743.74","83690","88820"
"2015","LBN","Early Recovery","126362.195","416","605"
"2015","LBN","Education","96565.68","1155","8182"
"2015","LBN","Emergency Shelter and NFI","1664774.5699999998","72126","80010"
"2015","LBN","Food Security","148698.1","150","170"
"2015","LBN","Health","408366.057","10423","29134"
"2015","LBN","Protection","2665023.678","24725","30442"
"2015","LBN","Water, Sanitation and Hygiene","360884.25","24840","39824"
"2015","MMR","Education","1088975.33","16075","17345"
"2015","MMR","Emergency Shelter and NFI","588060.6594","25745","32457"
"2015","MMR","Food Security","648470.9395","36660","35714"
"2015","MMR","Health","1073129.572","99800","92963"
"2015","MMR","Nutrition","299998.54","5825","2761"
"2015","MMR","Protection","165857.088","17482","20360"
"2015","MMR","Water, Sanitation and Hygiene","1156309.2211","83483","93788"
"2015","PSE","Education","494456","10511","11068"
"2015","PSE","Emergency Shelter and NFI","2491328.29","6660","6577"
"2015","PSE","Food Security","2021435.21","30731","34719"
"2015","PSE","Health","499757.8","17500","26657"
"2015","PSE","Protection","594090.51","23020","17517"
"2015","PSE","Water, Sanitation and Hygiene","1144052.7","103072","103649"
"2015","PAK","Camp Coordination / Management","277400.88","5962","5962"
"2015","PAK","Coordination and Support Services","49990.4","3499000","1818000"
"2015","PAK","Early Recovery","199990.49","4500","4861"
"2015","PAK","Education","699918.89","19048","20450"
"2015","PAK","Emergency Shelter and NFI","917705.75","9491","10879"
"2015","PAK","Food Security","1600362.99","42121","42626"
"2015","PAK","Health","1839773.5","189357","199423"
"2015","PAK","Nutrition","1975469.23","108021","170756"
"2015","PAK","Protection","1308032.96","22572","13472"
"2015","PAK","Water, Sanitation and Hygiene","1348325.26","78711","89027"
"2015","SOM","Education","1980375.2","20510","18620"
"2015","SOM","Emergency Shelter and NFI","1990383.4899999998","146196","142257"
"2015","SOM","Food Security","5490189.88","307231","508534"
"2015","SOM","Health","4741426.890000001","521738","610857"
"2015","SOM","Multi-Sector","2911212.2300000004","10386554","9505313"
"2015","SOM","Nutrition","4678754.38","84435","138140"
"2015","SOM","Protection","2192436.6799999997","266405","43586"
"2015","SOM","Water, Sanitation and Hygiene","5895206.76","469829","490136"
"2015","SSD","Camp Coordination / Management","6759726.87","2045897","2257291"
"2015","SSD","Coordination and Support Services","500000","100","0"
"2015","SSD","Education","5661213.88","137021","188246"
"2015","SSD","Emergency Shelter and NFI","11952261.6","657371","756698"
"2015","SSD","Emergency Telecommunications","899880.7","1","0"
"2015","SSD","Food Security","11012055.309999999","740511","1206642"
"2015","SSD","Health","10819999.75","4219928","4675173"
"2015","SSD","Logistics","12334725.719999999","786","766"
"2015","SSD","Nutrition","12123079.11","1069494","1326252"
"2015","SSD","Protection","6640090.350000001","411664","615627"
"2015","SSD","Water, Sanitation and Hygiene","13852114.17","1206958","1462823"
"2015","SDN","Camp Coordination / Management","6283741.55","1224752","1243901"
"2015","SDN","Coordination and Support Services","1811158.08","475000","809129"
"2015","SDN","Early Recovery","544819.6","37829","34929"
"2015","SDN","Education","3445267.394","107544","124470"
"2015","SDN","Emergency Shelter and NFI","3717950.93","1424649","1155536"
"2015","SDN","Food Security","5344372.09","806241","485309"
"2015","SDN","Health","11450158.476","18472086","18862412"
"2015","SDN","Logistics","3700000","43680","42520"
"2015","SDN","Nutrition","6611786.55","743846","772931"
"2015","SDN","Protection","3571446.119","3462323","405712"
"2015","SDN","Water, Sanitation and Hygiene","7117774.370999999","5773765","3758962"
"2015","SYR","Coordination and Support Services","399431","0","0"
"2015","SYR","Emergency Shelter and NFI","751129.39","2891","2065"
"2015","SYR","Food Security","1705795.9500000002","190492","186492"
"2015","SYR","Health","342442.8","7900","23246"
"2015","SYR","Logistics","3009579.37","4","0"
"2015","SYR","Water, Sanitation and Hygiene","3381297.82","2581309","3389519"
"2015","SYR","Camp Coordination / Management","5486211.15","358380","930966"
"2015","SYR","Coordination and Support Services","2386563.2","212","527"
"2015","SYR","Education","1995365.29","48127","48622"
"2015","SYR","Emergency Shelter and NFI","3779654.7600000002","54086","61290"
"2015","SYR","Food Security","12344553.73","478138","593577"
"2015","SYR","Health","11962595.01","1170954","1064771"
"2015","SYR","Logistics","1258925.83","0","0"
"2015","SYR","Nutrition","2879594.79","285556","332146"
"2015","SYR","Protection","5136022.640000001","1483901","2341155"
"2015","SYR","Water, Sanitation and Hygiene","5000077.91","1154289","1128078"
"2015","YEM","Emergency Shelter and NFI","6712201.529999999","167465","176226"
"2015","YEM","Food Security","10138720.65","131858","155293"
"2015","YEM","Health","17359460.6531","1807787","2031986"
"2015","YEM","Logistics","1244179.5","39577","39581"
"2015","YEM","Nutrition","1949976.13","26283","30009"
"2015","YEM","Protection","2768386.3600000003","62651","128972"
"2015","YEM","Water, Sanitation and Hygiene","9815511.9669","840826","1191871"
"2014","ZWE","Emergency Shelter and NFI","66596.8","0","0"
"2014","ZWE","Health","247705","0","0"
"2014","ZWE","Nutrition","216482.4","0","0"
"2014","ZWE","Water, Sanitation and Hygiene","228132.19","0","0"
"2014","AFG","Coordination and Support Services","5535993.58","7575","7008"
"2014","AFG","Emergency Shelter and NFI","646355.62","19466","19133"
"2014","AFG","Health","8959964.24","902219","958564"
"2014","AFG","Multi-Sector","4000916.42","221138","440843"
"2014","AFG","Nutrition","15626755.71","776847","966133"
"2014","CAR","Camp Coordination / Management","373002.47","57614","0"
"2014","CAR","Coordination and Support Services","497550","60","60"
"2014","CAR","Early Recovery","250000","34273","0"
"2014","CAR","Education","1548775.8679999998","105577","117900"
"2014","CAR","Emergency Shelter and NFI","2962630.769","58641","50165"
"2014","CAR","Emergency Telecommunications","219264.4","35","0"
"2014","CAR","Food Security","1954813.9331","79445","71625"
"2014","CAR","Health","2736254.7009","596958","455933"
"2014","CAR","Nutrition","1826854.2126","282635","200007"
"2014","CAR","Protection","4113717.2296","296523","384705"
"2014","CAR","Water, Sanitation and Hygiene","4308445.0368","307284","157309"
"2014","COL","Education","156724","0","0"
"2014","COL","Emergency Shelter and NFI","383051","0","0"
"2014","COL","Health","448107.61","0","0"
"2014","COL","Protection","117970.56","0","0"
"2014","COL","Water, Sanitation and Hygiene","1644234.54","0","0"
